동영상 제목,채널명,댓글 유형,작성자,댓글 내용,좋아요,작성일시,대댓글 수,댓글 ID,동영상 ID,작성자 채널 ID,수정일시,상위 댓글 ID,감성
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@pangzzagi,"플레이브 노래도 좋고 팬사랑 엄청납니다
그냥 좋아하고보니 플레이브 였어요❤️‍🔥",8,2024-09-27T12:37:55Z,0,UgwVf-_BiUGUkuKhjvh4AaABAg,OT6uElfCI7o,UC2t-9LxB2RuWZOh9v62tDZw,2024-09-27T12:37:55Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@Gyul_me,"노래 잘하고 춤 잘추는 가수에게 끌리는건 당연하며
팬 사랑이 가득한 이들을 사랑하지 않을 수 없었습니다",2,2024-09-27T18:06:28Z,0,Ugx-g5dZsZ57GTnzDcF4AaABAg,OT6uElfCI7o,UCHlAtHiWF2qGn33mkK30A6A,2024-09-27T18:06:28Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@snowwh2te,그냥 편견없이 노래 들어보세요 이렇게 좋아하게 될줄 나도 몰랐음...,3,2024-09-28T03:48:33Z,0,Ugxac4rN0uXXjNg6UG94AaABAg,OT6uElfCI7o,UCimstiAJNE1f5N7Nxi_HKmA,2024-09-28T03:48:33Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@Cute_dotori,처음 봤을땐 이렇게 빠져버릴줄 몰랐지….빠져드는건 정말 순식간 이더군요..,2,2024-09-27T13:15:25Z,0,UgzAvgyayrUad_Y7CNd4AaABAg,OT6uElfCI7o,UCXR6SsSv1dS-QrNA0bA5-9Q,2024-09-27T13:15:25Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@설찡이,나는 노텔기우스 보고 바로 입덕함ㅋ 입덕부정? 이딴 거 있지도 않았다ㅋㅋㅋ,3,2024-09-27T15:25:03Z,0,UgxHodSgFWqYEDQFRcp4AaABAg,OT6uElfCI7o,UCLVrHI9rPICYxKLRlE0yKkQ,2024-09-27T15:25:03Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@yumseo8144,데이식스 처럼 노래도 좋고 잘하는데 춤까지 잘추고 예능감도 좋고 안좋아할 이유가 없다,4,2024-09-27T17:30:06Z,0,UgxLYSvaff_N8omI7vp4AaABAg,OT6uElfCI7o,UCCGyAeB3dpOHVkSpFtIQa9w,2024-09-27T17:30:06Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@vandaleye,"근데 나이비스는 완전 인공지능이고
버추얼아이돌은 껍데기만 그래픽",6,2024-09-27T14:12:09Z,0,Ugx33Mx0rBfBdn3jsDx4AaABAg,OT6uElfCI7o,UCyO6mvLYULSDkn4StyAMxpg,2024-09-27T14:12:09Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@fromsarang,제가 가수...그것도 버추돌에 빠지게 될 줄은.. 사람 린생 한치 앞도 모릅니다🫨,2,2024-09-27T17:06:45Z,0,UgwspzDzezEHWUa-MOl4AaABAg,OT6uElfCI7o,UCkZXahhP00VQ1X37f65t23A,2024-09-27T17:06:45Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@이런쌍쪼댔다,버추얼이라서 좋다하는것이 아닌 노래가 좋아서 듣다보니 플며들었습니다..;;,3,2024-10-24T16:42:55Z,0,UgyujILb4FftnevQq914AaABAg,OT6uElfCI7o,UCd90jMFsvDs4hwc5PG4t7nA,2024-10-24T16:42:55Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@user-jjang_s3,버추얼이라서 좋은게 아니라 좋아하고 보니 버추얼이었던거..,3,2024-09-28T02:26:53Z,0,UgzxBlPWCEyAZ9wIHSJ4AaABAg,OT6uElfCI7o,UCfW8mwg03uIMKHkfqa_5RYQ,2024-09-28T02:26:53Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@aaadrrwf,일단 노래가ㅡ너무 좋음,8,2024-09-28T07:46:09Z,0,UgwF8rtNk23zZm3dIVB4AaABAg,OT6uElfCI7o,UC9FcUJS6qgr4yh4wuSGqctg,2024-09-28T07:46:09Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@PUZZLE_PLLI,플뿌의 진심이 내 마음을 움직였다구요😢,5,2024-09-27T13:09:31Z,0,UgxdrixATcymwOl55KB4AaABAg,OT6uElfCI7o,UCF1SHew_wVM4hOjCl6P-ETA,2024-09-27T13:09:31Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@최-v5m,진심은 통하는 법이야 플레이브가 평생 노래할 수 있게 응원할게,4,2024-09-28T03:51:11Z,0,Ugyy12Ee8pquKWMAeB54AaABAg,OT6uElfCI7o,UC7abNy5bx5oMX1Mjb3UQPyQ,2024-09-28T03:51:11Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@tjsrud1243,버츄얼이라서가 아니라 노래가좋고 실력있는 아이돌 인간미넘치는 아이돌이 플레이브라서 좋아하는거임 💙💜💗❤️🖤사랑한다,5,2024-09-27T16:11:00Z,0,UgxruHhyyLF1yZ-DRMt4AaABAg,OT6uElfCI7o,UC11yrYLHtIUZXR477tIaI3w,2024-09-27T16:11:00Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@호백요하나,이건 버츄얼이라 좋아하는게 아님.. 실력이 좋고 좋아할만 하니까 좋아하는거지..,4,2024-10-05T09:39:08Z,0,UgxEVh5g6GJku-egmhx4AaABAg,OT6uElfCI7o,UCukGzQ_GT-nsawVuDAZ1mOw,2024-10-05T09:39:08Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@e_shinning,"이세돌 팬이라 플레이브 처음 나왔을 때 부터 관심있게 봤는데 잘 될 줄 알았음.
버추얼 아이돌은 케릭터도 케릭터인데 1순위는 노래가 그냥 좋은 정도가 아니라 압도적으로 좋아야 한다는 생각인데 플레이브 노래가 너무 좋더라.
그래서 잘 될 줄 알았지.
엄청 코어 팬은 아니지만 항상 응원함.",6,2024-09-28T01:33:46Z,0,UgzdjC2pDejjjjm0o2B4AaABAg,OT6uElfCI7o,UCFH0fYeDounanxsHRzX2vcA,2024-09-28T01:33:46Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@0IiIiI0,"이름이 뭐냐고 물어보게 돼 넌 결국엔 입덕😍
파란색💙, 노란색💛, 분홍색💗, 실버색🩶, 검은색🖤
궁금해서 못 참을 거야 분명🤭
버추얼 아이돌 우린 PLAVE🫶🫶🫶🫶🫶",27,2024-09-27T11:48:15Z,0,UgxeZNz-ojk1c0IAr7N4AaABAg,OT6uElfCI7o,UCE59vaHtUYny2ffGIudCZ3Q,2024-09-27T11:48:15Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@hannoah-chh,한노아 입덕하고 플레이브 라방 풀로 보는데3개월 걸렸습니다 밤새도록 보고 덕질하는데 너무 힘들었어요 이제야 타임라임 따라 잡았네요,3,2024-09-28T12:10:42Z,0,Ugwy1e0NWzh5gC5mhjt4AaABAg,OT6uElfCI7o,UCyFI_N0wdc0wzVy80J54Jog,2024-09-28T12:11:30Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@랜덤-f1x,진짜 자랑스럽다 우리 외계인드류ㅠㅠㅠ,2,2024-09-27T15:27:33Z,0,UgwSfVftbiuWv0qWoiR4AaABAg,OT6uElfCI7o,UCVg_00r01_9bKlpqYLFp6-Q,2024-09-27T15:27:33Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@bookshelf0,얘네 노래가 좋은 게 한몫 함 노래 별로면 바로 거름,5,2024-10-03T10:03:21Z,0,Ugz76e_ytWtnMm_l8994AaABAg,OT6uElfCI7o,UCmSrwFT65Ub-0hRM3ZUSYaQ,2024-10-03T10:03:21Z,,부정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@miel_1205,오늘 촬영 왔다는게 벌써 올라오네 우와..,4,2024-09-27T12:55:14Z,0,UgzAZMvB9mwwpqEpkwl4AaABAg,OT6uElfCI7o,UCaMJ8KOTLRpbc6LD3nCmpQg,2024-09-27T12:55:14Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@소진0114,"늙지 않고 구설에 오르지 않아 좋아하는 거 아니에요. 버추얼 방송을 많이 봤지만 처음 플레이브 봤을 때 다른 버추얼과 다른 외모에 보게 된 건 맞아요. 
하지만 실력과 진심이 없었으면 지금까지 안 봤을 거고 열심히 하는 모습, 팬 사랑에 열심히 응원해주는 거에요. 노래 들으면 좋다고 하시는 분들 많기 때문에 
버추얼이라는 장벽은 언젠가 허물어질 거라고 생각해요. 그러니 테라 정복 라쓰고💙💜💗❤🖤",7,2024-09-28T05:55:46Z,0,UgwogE8bTej7lnhQQEB4AaABAg,OT6uElfCI7o,UCnFX4lA_HSJJiZos1bgkQhQ,2024-09-28T05:55:46Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@다람찹쌀,캐릭터 땜에 아니라 그 실력에 빠져서 좋아하는 겁니다.,3,2024-09-29T14:59:50Z,0,UgywlSLV9lA4m0ZbmNp4AaABAg,OT6uElfCI7o,UCCcxSK0nYvammLziIzhFesw,2024-09-29T14:59:50Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@Iqi8ooi8,플레이브 노래는 뭔가 3세대 시절의 느낌이 남... 노래가 길고 한국어가사가 많아서 그런건지 ㅜㅜ 너무 좋음,4,2024-09-28T07:54:26Z,0,UgySfsYNGLr3Yx7Jpg14AaABAg,OT6uElfCI7o,UCsYNNPN9nH5YFo2HtFLBc-w,2024-09-28T07:54:26Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@user-gm3yt5qy5g,플레이브? 그거 어떻게 하는건데. 어떻게 안좋아하는건데. 그저 사랑할 수 밖에 없는데?,3,2024-10-18T12:19:51Z,0,UgwwTeu81_N4GwiWn7l4AaABAg,OT6uElfCI7o,UCWlSalMZfPApGyEajQn9TYg,2024-10-18T12:19:51Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@DUE-wr7vd,테라 정복 차근차근 라쓰고 💙💜💗❤️🖤,9,2024-09-27T12:00:39Z,0,UgwYpAXWttpO6RFBWoV4AaABAg,OT6uElfCI7o,UCe3-Tu0ovVsNqHnzcrjJCGA,2024-09-27T12:00:39Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@mixducklove,ㅠㅠㅠ 얼른 놀라운 현상이 아니라 당연한 일상이 되었으면 좋겠다.... 플레이브 뜬 지 이미 꽤 됐는데 다루는 뉴스들은 아직 대부분 비슷한 내용이라...,3,2024-09-27T15:26:15Z,0,Ugxz9n1eSg8tG_Y5kwV4AaABAg,OT6uElfCI7o,UCfOWqW2qOIQHieSpsWFUeGw,2024-09-27T15:26:15Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@oyi8104,어제 이마트갔더니 플레이브 노래가 나왔어요. 플레이브 인기 많구나 싶었어요.,4,2024-09-27T21:56:48Z,0,UgyyEXw1LP2NlpbJmfN4AaABAg,OT6uElfCI7o,UCmAo-SPmQr0aEvv05-t70UA,2024-09-27T21:56:48Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@방이방-u2v,다른걸다 떠나서 본업을 너무 잘하고 팬사랑 가득 해서 사랑안할수없습니다!,3,2024-09-27T22:12:29Z,0,UgysxHmhNnW-k-a6sl14AaABAg,OT6uElfCI7o,UCJMG0uO9eBSUyE_GVZjNjgQ,2024-09-27T22:12:29Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@jayjeeem,"한계를 뚫고 데뷔해서 한계를 모르고 나아가는 플레이브
너희가 가는 모든 길에 함께할게 사랑해!",3,2024-09-29T16:57:17Z,0,UgznAT0zz96KlG1F8654AaABAg,OT6uElfCI7o,UCHqTQKiOepjhGkJSrif3e6g,2024-09-29T16:57:17Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@플레이브사랑해_플리,"역시 플레이브.. 잘한다
뉴스까지 나오고 대단해.. 💙💜🩷❤️🖤",2,2024-09-28T02:56:12Z,0,UgzjJI1xHGEmraA5fMp4AaABAg,OT6uElfCI7o,UCWRmmK_3R_9L0-Zj2CRjuaQ,2024-09-28T02:56:12Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@민-q8n,그냥 사람이라서 좋음 겉모습만 모델링이지 속은 똑같은 사람...,2,2024-10-18T05:18:30Z,0,UgyyDQSUQ0Kwo0xClBF4AaABAg,OT6uElfCI7o,UCmLQksZ7z2QHOT4ckUbZ84g,2024-10-18T05:18:30Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@silver-island,"우리 애들이 뉴스에도 나오고 너무 좋다!
테라 정복 라쓰고 👍",4,2024-09-27T13:00:44Z,0,Ugyx9BPnxU2KXVWefwF4AaABAg,OT6uElfCI7o,UCm_vgWrEXD0uhzefOJeAjJA,2024-09-27T13:00:44Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@user-xr2bf2oe6q,카페 촬영 하셨구나 대박! 진짜 버추얼이라 좋아하는게 아니라 플레이브라서 좋아합니다ㅎㅎ,3,2024-09-27T16:11:50Z,0,Ugw8pHRtBUgHLa5XCfJ4AaABAg,OT6uElfCI7o,UCV42w0dN4y0PyQXhfEWt9qg,2024-09-27T16:11:50Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@우주우주-c8f,"사랑을 한다는건 정말 즐겁고 아름다운일이라는걸 알려준 고마운 사람들이죠. 
오래오래 봐요.💙💜💗❤️🖤",3,2024-09-27T19:40:21Z,0,UgxqssmQ_HjBTWGI_yF4AaABAg,OT6uElfCI7o,UC2rsguheT6nZZtJNPDXSWWw,2024-09-27T19:40:21Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@gggggggggghhhh6,얘들아 사랑해,4,2024-09-27T12:59:16Z,0,UgyuMfdAViMpSgolPlp4AaABAg,OT6uElfCI7o,UCzmDvqlQCir55GkN-QTL_Ig,2024-09-27T12:59:16Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@와왕-w7i,이사람들 노래 한곡한곡이 진짜 보물임..,3,2024-09-27T13:50:29Z,0,Ugygp6yJ5-9ZByBA-W94AaABAg,OT6uElfCI7o,UCpryx4cdyRYm7Xhwe4PKtZg,2024-09-27T13:50:29Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@짱두팜,각자의 위치에서 최선을 다하는 모습이 아름답습니다,3,2024-09-29T22:56:58Z,0,Ugy1vtJkXwwKhoZIy214AaABAg,OT6uElfCI7o,UC0kHw-VeL3KoM9XfqJgsAkw,2024-09-29T22:56:58Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@플리-d7o,"오늘 바로 나올 줄은 몰랐네
플레이브 앞으로 계속 라쓰고!",19,2024-09-27T11:56:47Z,0,UgyEdf9pozoZDT_dHoJ4AaABAg,OT6uElfCI7o,UC2vJrmN8ZZvTREpW5tEmJdA,2024-09-27T11:56:47Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@지나가는별,이번 노래로 입덕..❤,4,2024-09-27T13:20:51Z,0,UgwDMB55pMIxqFopufd4AaABAg,OT6uElfCI7o,UCrhuC0zbManefgqzGASXsYg,2024-09-27T13:20:51Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@고양이귀여워-d3k,이게 뭐노;;로 시작했지만 플며들은 1인,4,2024-10-15T13:18:49Z,0,Ugx7sYIzUzjbI4AVHg94AaABAg,OT6uElfCI7o,UCoJOtDBuEFyBWI6ci_D1uPA,2024-10-15T13:18:49Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@_bamhari_,실력있어서 좋아하게 됐음….5명다 실력좋고 웃기고 귀여움 귀엽기 시작하면 답도 없다던대…하😂,2,2024-10-10T09:10:19Z,0,UgyXVk3dL7sVjOHgMzd4AaABAg,OT6uElfCI7o,UCaqb0gwQ6RZmcIfFgFQwubg,2024-10-10T09:10:19Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@PLAVE486,노래가 너무 좋음 본업을 너무 잘해..... 자체제작돌 맛있다..!,2,2024-09-27T12:41:43Z,0,UgzOw7Zpp6PeTJI42tx4AaABAg,OT6uElfCI7o,UCjHA1GgWHo1l4qR24Q_rvcQ,2024-09-27T12:41:43Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@데덴-j3w,음악에 진심인 모습에 응원하기 시작했어요,3,2024-09-27T15:39:31Z,0,UgwPsaRVBA64cIF29OJ4AaABAg,OT6uElfCI7o,UC1u8QwWPLSSR4pjl24u28vA,2024-09-27T15:39:31Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@Jarrett1216,"실제 사람 아이돌은 얼굴 구별이 힘들어서 아이돌 입덕을 포기했었는데, 플레이브는 다들 개성적이고 알아보기 쉬워서 제 첫 아이돌이 되었습니다",3,2024-09-28T04:54:43Z,0,UgwygB2kT5X1rl4f43h4AaABAg,OT6uElfCI7o,UC0Z477BCfMegWyiK17zIe4w,2024-09-28T04:54:43Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@king_closedoor,플레이브 없이 심장이 안뛰어요,5,2024-09-27T12:34:10Z,0,UgwqZItBFUvqgMT0ZRx4AaABAg,OT6uElfCI7o,UCWb5Uiz3QLyhoZhUpynWKnw,2024-09-27T12:34:10Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@봉구빰,그냥 플레이브라서 좋아하는 거..ㅜㅜ,3,2024-09-28T06:24:12Z,0,UgyIy93RhbjkteVThY94AaABAg,OT6uElfCI7o,UCWoYxYQxEequgGI_VBNESgw,2024-09-28T06:24:12Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@Onyooooou,"전곡 작곡,작사,안무 자체제작돌입니다. 
낯설다고 욕하기 전에 노래 몇곡 들어보면 사람들이 왜 열광하는지 이해되실듯. 
일주일 뒤에 콘서트 해요. 혹시나 입덕부정기 겪고 있는 분들 온콘 막차 꼭 탑승하시길 :D",5,2024-09-28T04:04:51Z,0,UgwBYwVt1gW1E8N0jU94AaABAg,OT6uElfCI7o,UCYXDumzKrvO1y8qac0lU2GQ,2024-09-28T04:04:51Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@누나리-w2e,인터뷰 하신 플리님들 넘나 저랑 같은 마음 같은 생각 😊 평플 라쓰고 🎉,3,2024-09-27T14:24:54Z,0,Ugz2d2CWzCy-LdKLCJh4AaABAg,OT6uElfCI7o,UCmwpY12X8FB05G58FPRKoSA,2024-09-27T14:24:54Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@wtfyoutube,노래 진짜 좋음ㅋㅋㅋ,3,2024-09-29T19:14:12Z,0,Ugy73dUChhkeu8baxhV4AaABAg,OT6uElfCI7o,UCQcZP7URAXOzICcRk0K_m_Q,2024-09-29T19:14:12Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@킴-123,테라정복 라쓰고💙💜💗❤️🖤,9,2024-09-27T12:01:41Z,0,Ugxv4hw5WkubKAP_OTR4AaABAg,OT6uElfCI7o,UCyzH6jfvuBL_zDSJq-NI9rA,2024-09-27T12:01:41Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@Choose_DanA,웃으면서 노래 듣다보니 플레이브,2,2024-09-27T14:50:08Z,0,UgzXI36aa_oc5sCkS894AaABAg,OT6uElfCI7o,UC15PujDY_tcj8ZCNieZIweg,2024-09-27T14:50:08Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@Sook-q5b,"안녕하세요 결국에는 입덕한 한사람중 하나입니다만 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
그냥 플레이브는 머여서 좋아요 이것보다 그냥 플레이브는 사랑인거같아요
누구보다 마음으로 위로도받고 웃기기도하고 모르겠다 사랑해 플레이브💙💜💗❤️🖤",5,2024-10-07T10:18:40Z,0,UgzHUud1WkqmsWHpQEt4AaABAg,OT6uElfCI7o,UCokWRjx3HmcWJswzbwBbZaA,2024-10-07T10:18:40Z,,긍정
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@OKVELYLOVE,노래가 넘  좋더라구요,4,2024-09-28T00:55:57Z,0,UgylY3CsNCqjQ8TFRvp4AaABAg,OT6uElfCI7o,UCrZzOlmZmgFEflMnPJMprMw,2024-09-28T00:55:57Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@poa.,가수는 노래 좋고 실력 좋으면 끝.  애초에 얼굴로 노래하는 게 아니라.. 외모는 노상관,3,2024-10-03T11:50:12Z,0,UgyWHDlP6VsQgLnnikh4AaABAg,OT6uElfCI7o,UCJWW6iCL8dMbX70Q_G_m1Iw,2024-10-03T11:50:12Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@달-c2s,노래가 진짜 좋음...,3,2024-10-16T10:06:00Z,0,UgxsNwlt8OIzGKdN6_l4AaABAg,OT6uElfCI7o,UCs-e-VUhe_oa789Te4crhdg,2024-10-16T10:06:00Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@ummmo,....취향 존중,4,2024-10-03T05:14:08Z,0,UgwbfPAbi2wMvDp3JYR4AaABAg,OT6uElfCI7o,UCQ3NzfUhvrALwEJNFCiYqxw,2024-10-03T05:14:08Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@Yo-Taiji,노래 들어보겠다~!!!,5,2024-09-28T14:22:55Z,0,UgyAEOGVtIXW_sGReAh4AaABAg,OT6uElfCI7o,UCE1dNfge0G1Uoz9ticn1Ipg,2024-09-28T14:22:55Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@Choi-San_0710,다음주 콘서트 한닥오요!!!!!!!!!! 악!!!!!!!!!!!!!!!!❤❤❤❤❤❤❤,3,2024-09-27T21:43:58Z,0,UgwW7LnZ9JM8k3-dUBF4AaABAg,OT6uElfCI7o,UC8VVuE9I7APzn0_yZ07NOIg,2024-09-27T21:43:58Z,,중립
노래 잘하는 외계인? 음악방송 1위 하는 버추얼 아이돌 (2024.09.27/뉴스데스크/MBC),MBCNEWS,최상위 댓글,@Jay_Plave,PLAVE forever,4,2024-09-27T15:46:22Z,0,UgzMTQUxy6f87i03AzB4AaABAg,OT6uElfCI7o,UCG-ryuu_9g1sQqXOra1sBMA,2024-09-27T15:46:22Z,,중립
