,keywords
T_gJpnjJsnk,"['뚝스', '카메라', '무빙', '예술', '가상', '카메라', '설정']"
T_gJpnjJsnk,['얼떨결']
T_gJpnjJsnk,"['다른사람', '씹덕']"
T_gJpnjJsnk,"['다음', '어서']"
T_gJpnjJsnk,"['진짜', '레전드', '눈물', '울면']"
T_gJpnjJsnk,"['노아', '베이비', '핑크', '예쁘다']"
T_gJpnjJsnk,"['멤버', '살짝', '누디', '입술', '매력']"
T_gJpnjJsnk,"['명불허전', '레전드', '안광']"
T_gJpnjJsnk,"['직캠', '최애', '직캠', '원하다', '무대', '한번']"
T_gJpnjJsnk,"['영상', '처음', '그저께', '같다']"
T_gJpnjJsnk,"['예준', '목소리', '천사', '같다']"
T_gJpnjJsnk,"['노래', '진짜', '레전드']"
T_gJpnjJsnk,
T_gJpnjJsnk,"['매일', '연어']"
T_gJpnjJsnk,"['레이브', '노래', '진짜', '좋다', '감동', '있다', '설명']"
T_gJpnjJsnk,
T_gJpnjJsnk,
T_gJpnjJsnk,"['노아', '이쁘다']"
T_gJpnjJsnk,['아국']
T_gJpnjJsnk,"['지금', '시간', '검색']"
T_gJpnjJsnk,"['무대', '벌써', '시간', '빠르다', '사이', '얼마나']"
T_gJpnjJsnk,"['버츄얼', '아이돌', '자랑스럽다', '사랑']"
T_gJpnjJsnk,"['사랑', '자랑', '레이브', '어제', '빌보드', '글로벌', '차트', '진짜', '돌진', '빌보드', '가보']"
T_gJpnjJsnk,"['요즘', '뭔가', '발전', '어깨', '부분', '같다', '자연스럽다']"
T_gJpnjJsnk,"['다시', '전설']"
T_gJpnjJsnk,"['두꺼비', '어떻다']"
T_gJpnjJsnk,"['아니다', '좋다', '요도', '진짜']"
T_gJpnjJsnk,"['역시', '아국']"
T_gJpnjJsnk,"['릴댄', '나니', '알고리즘', '애국가', '무대', '인도', '주심']"
T_gJpnjJsnk,"['노력', '부탁']"
T_gJpnjJsnk,
T_gJpnjJsnk,"['플리', '좋다', '있다', '새롭다', '영상', '많다', '지금', '킬링', '보이스', '문득', '아국', '가가', '다시', '연어', '음방', '거슬러옴']"
T_gJpnjJsnk,"['대쉬', '컴백', '영광', '이다']"
T_gJpnjJsnk,"['아름답다', '경이']"
T_gJpnjJsnk,"['년전', '나야', '입덕', '입덕', '입덕', '부정']"
T_gJpnjJsnk,"['플브', '진짜']"
T_gJpnjJsnk,"['입덕', '부정']"
T_gJpnjJsnk,"['자동', '눈물', '버튼']"
T_gJpnjJsnk,"['안녕', '플리', '잠깐', '그게', '바로', '레이브']"
T_gJpnjJsnk,"['진짜', '아름답다']"
T_gJpnjJsnk,"['아니다', '미치다', '과거', '자신']"
T_gJpnjJsnk,"['아국', '무대']"
T_gJpnjJsnk,
T_gJpnjJsnk,"['대쉬', '국가']"
T_gJpnjJsnk,
T_gJpnjJsnk,"['가사', '오늘', '없다', '플리', '애국가', '애국가', '이유', '있다', '안나', '플리']"
T_gJpnjJsnk,"['은호', '숭배']"
T_gJpnjJsnk,"['오늘', '음중', '아국']"
T_gJpnjJsnk,"['음중', '다시', '게로', '레이브', '좋다', '음중', '축하']"
T_gJpnjJsnk,"['대쉬', '음중', '연어', '신인']"
T_gJpnjJsnk,"['음중', '무대', '진짜', '플리', '사녹', '다가', '무대', '플리', '없다', '가슴', '아프다', '너희', '힘껏', '사랑']"
T_gJpnjJsnk,"['타팬', '반하다', '관심', '없다']"
T_gJpnjJsnk,"['레이브', '노래', '좋다', '아이돌', '처음', '여요']"
T_gJpnjJsnk,"['아니다', '솔직하다', '처음', '버츄얼', '생소하다', '사기', '본업', '당연하다', '천재', '예능', '감팬', '사랑', '미치다', '투디', '덕후', '아이돌', '덕후', '레이브', '좋아하다', '불가능', '년생', '지금', '레이브', '과정', '완벽하다', '이렇다', '관계', '유지', '가능하다', '돈독하다', '없다', '서사', '오타쿠', '벅차오르다', '노래', '오타쿠', '벅차오르다', '뭔가', '있다']"
T_gJpnjJsnk,"['마지막', '쭈니', '입덕', '손해', '더니', '지금', '거의', '핸들', '고장', '폭주기관차']"
T_gJpnjJsnk,"['눈동자', '카메라']"
T_gJpnjJsnk,"['입덕', '천만다행', '너희']"
T_gJpnjJsnk,
T_gJpnjJsnk,"['레이브', '오늘', '초동', '벅차오르다', '감동', '입덕', '영상', '둥이', '있다', '고맙다', '레이브']"
T_gJpnjJsnk,"['지겹다', '심장', '최애', '노래']"
T_gJpnjJsnk,
T_gJpnjJsnk,"['영상', '입덕', '위너']"
T_gJpnjJsnk,"['눈물', '연어', '거슬러오']"
T_gJpnjJsnk,"['다시', '천사', '같다', '은호', '눈빛', '다시', '레전드']"
T_gJpnjJsnk,"['대쉬', '진짜']"
T_gJpnjJsnk,['시작']
T_gJpnjJsnk,"['대쉬', '엠카', '무대', '갑자기', '그립다', '금보', '아기']"
T_gJpnjJsnk,"['엠카', '대쉬', '연어']"
T_gJpnjJsnk,"['무대', '안무', '진짜', '멋있다']"
T_gJpnjJsnk,"['밤비', '고음', '실화']"
T_gJpnjJsnk,"['부정', '기간', '깊다', '있다', '미치다']"
T_gJpnjJsnk,
T_gJpnjJsnk,"['버추', '아이돌', '데뷔', '세상', '편견', '있다', '긴장', '기도', '걱정', '기도', '멋지다', '무대', '멋지다', '대단하다']"
T_gJpnjJsnk,['하이라이트']
T_gJpnjJsnk,
T_gJpnjJsnk,"['유튜브', '알고리즘', '추천', '안해']"
T_gJpnjJsnk,"['가요대제전', '레전드', '데뷔', '무대', '좋다']"
T_gJpnjJsnk,"['입덕', '미안하다', '사랑', '레이브']"
T_gJpnjJsnk,"['시간', '좋다']"
T_gJpnjJsnk,"['역주행', '조캣']"
T_gJpnjJsnk,"['입덕', '곤장', '질해', '지금']"
T_gJpnjJsnk,"['다시', '레전드', '레이브', '지금', '전혀', '촌스럽다', '노래', '자체', '레이브', '팀원', '음색', '장점']"
T_gJpnjJsnk,"['처음', '영상', '가수', '포기', '고맙다', '노래', '고맙다']"
T_gJpnjJsnk,"['레이브', '감정', '생각', '같다', '레이브', '전의', '흑백', '무미건조하다', '새벽녘', '레이브', '음악', '플리', '변화', '너희', '덕분', '행복하다', '행복']"
T_gJpnjJsnk,"['감회', '새롭다', '사랑']"
T_gJpnjJsnk,"['플레이', '사랑']"
