,nouns
8L001YT4k6k,['전문가']
8L001YT4k6k,
8L001YT4k6k,"['귀염', '뽀짝', '남정', '애교', '부리고', '노래']"
8L001YT4k6k,"['노래', '기분', '정말', '마치', '놀이', '공원', '느낌']"
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,"['커리어', '하이', '초동', '만장', '축하', '항상', '앞길']"
8L001YT4k6k,"['진짜', '노래']"
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,"['은뿌', '진짜']"
8L001YT4k6k,"['천만', '포장']"
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,['모양']
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,"['오늘', '하루', '오늘', '사랑', '월요팅', '송이', '기분']"
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,"['천만', '가보']"
8L001YT4k6k,"['세계', '무대']"
8L001YT4k6k,
8L001YT4k6k,['힐링']
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,"['이유', '너희']"
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,"['이제', '뮤비', '천만']"
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,"['상황', '절대', '포기', '여러분', '사람', '응원', '이제', '여러분', '걸음', '그동안', '여러분', '노력', '결코', '헛되', '여러분', '계속', '당신']"
8L001YT4k6k,"['우주', '설명', '운명', '이란']"
8L001YT4k6k,['축하']
8L001YT4k6k,"['이번', '앨범', '사랑', '플리', '등장']"
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,"['사랑', '이유', '아무', '이유', '기분']"
8L001YT4k6k,
8L001YT4k6k,"['계속', '여러', '대신', '댓글', '사랑', '노래', '안무', '뮤비', '하나', '하나', '커리어', '하이', '진심', '축하', '이제', '뮤비']"
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,"['달성', '방전', '백만']"
8L001YT4k6k,
8L001YT4k6k,"['축하', '레이브']"
8L001YT4k6k,"['초동', '가수', '뮤비', '왔슴다', '축하', '레이브']"
8L001YT4k6k,"['뮤비', '회수', '천만']"
8L001YT4k6k,
8L001YT4k6k,
8L001YT4k6k,
