,nouns
rDFUl2mHIW4,"['기념', '또옴']"
rDFUl2mHIW4,"['과연', '제발']"
rDFUl2mHIW4,"['대컨', '레전드']"
rDFUl2mHIW4,['사람']
rDFUl2mHIW4,['여러분']
rDFUl2mHIW4,['내일']
rDFUl2mHIW4,
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,"['축하', '쥰내큰거']"
rDFUl2mHIW4,['간다']
rDFUl2mHIW4,['활동']
rDFUl2mHIW4,"['이제', '차례']"
rDFUl2mHIW4,['이후']
rDFUl2mHIW4,"['얼른', '신곡']"
rDFUl2mHIW4,['정말']
rDFUl2mHIW4,['챠니']
rDFUl2mHIW4,"['챠니키딩', '머리']"
rDFUl2mHIW4,"['키딩', '진짜', '언제', '노래', '쥰내']"
rDFUl2mHIW4,"['진짜', '쩐다', '진짜']"
rDFUl2mHIW4,"['티케팅', '성공']"
rDFUl2mHIW4,
rDFUl2mHIW4,"['천만', '축하', '천만', '가즈']"
rDFUl2mHIW4,['만회']
rDFUl2mHIW4,"['만회', '진심', '축하', '수고']"
rDFUl2mHIW4,"['키딩', '축하']"
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,"['살짝', '천만', '축하', '처음', '부터', '지금', '플리', '박제']"
rDFUl2mHIW4,"['와우', '다음', '소름', '노래', '다시', '명곡']"
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,"['만이구', '축하']"
rDFUl2mHIW4,['언제']
rDFUl2mHIW4,
rDFUl2mHIW4,['언제']
rDFUl2mHIW4,['레게']
rDFUl2mHIW4,"['끼딩', '끼딩', '천만']"
rDFUl2mHIW4,"['포장마차', '주모', '접시']"
rDFUl2mHIW4,
rDFUl2mHIW4,"['한강', '계속', '노래']"
rDFUl2mHIW4,"['쭉쭉', '천만', '개재']"
rDFUl2mHIW4,"['고척돔', '소식', '고온', '이파리', '개추']"
rDFUl2mHIW4,['언제']
rDFUl2mHIW4,
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,"['시절', '노래']"
rDFUl2mHIW4,"['전이', '는데', '전이', '시간', '존나']"
rDFUl2mHIW4,
rDFUl2mHIW4,"['키딩', '축하']"
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,"['회수', '쭉쭉']"
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,['이거즤']
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,['가즈']
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,
rDFUl2mHIW4,['만회']
rDFUl2mHIW4,
rDFUl2mHIW4,"['달성', '축하']"
rDFUl2mHIW4,"['벌써', '만이']"
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,['킹애']
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,['천만']
rDFUl2mHIW4,
rDFUl2mHIW4,"['회수', '천만', '축하']"
rDFUl2mHIW4,
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,"['키딩', '축하', '계속']"
rDFUl2mHIW4,"['키딩', '벌써', '만회']"
rDFUl2mHIW4,
rDFUl2mHIW4,"['키딩', '만회', '축하']"
rDFUl2mHIW4,['돌파']
rDFUl2mHIW4,
rDFUl2mHIW4,['회수']
rDFUl2mHIW4,
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,"['고난', '역경', '대키딩', '대세']"
rDFUl2mHIW4,"['이제', '연출']"
rDFUl2mHIW4,
rDFUl2mHIW4,"['축하', '축하', '기차']"
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,"['천만', '킹애']"
rDFUl2mHIW4,['방금']
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,"['우리', '라면']"
rDFUl2mHIW4,"['키딩', '축하']"
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,"['키딩', '축하', '키딩', '진짜', '지금', '어도', '아이돌', '지금', '노래', '집도', '나오니', '기대', '항상', '응원', '화이팅', '사랑']"
rDFUl2mHIW4,"['달성', '축하']"
rDFUl2mHIW4,
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,['천만']
rDFUl2mHIW4,
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,"['회수', '천만', '달성', '축하']"
rDFUl2mHIW4,"['버스', '키딩', '축하', '버스', '키딩', '축하']"
rDFUl2mHIW4,
rDFUl2mHIW4,"['드뎌', '진짜', '돌이', '꽃길']"
rDFUl2mHIW4,
rDFUl2mHIW4,['레게']
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,"['천만', '역시', '대세', '돌이']"
rDFUl2mHIW4,
rDFUl2mHIW4,['천만']
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,['키딩']
rDFUl2mHIW4,
rDFUl2mHIW4,"['진짜', '눈물']"
rDFUl2mHIW4,['천만']
rDFUl2mHIW4,['천만']
rDFUl2mHIW4,
rDFUl2mHIW4,['달성']
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,"['축하', '모든', '시련', '훨훨']"
rDFUl2mHIW4,
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,"['소식', '하나', '축하']"
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,['만이']
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,"['키딩', '축하']"
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,
rDFUl2mHIW4,['천만']
rDFUl2mHIW4,"['천만', '미리']"
rDFUl2mHIW4,['만이']
rDFUl2mHIW4,['달성']
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,['천만']
rDFUl2mHIW4,['천만']
rDFUl2mHIW4,['이제']
rDFUl2mHIW4,
rDFUl2mHIW4,['천만']
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,"['진짜', '얼마']"
rDFUl2mHIW4,['가즈']
rDFUl2mHIW4,"['천만', '가즈']"
rDFUl2mHIW4,"['영차', '영차']"
rDFUl2mHIW4,"['조회', '수만']"
rDFUl2mHIW4,['천만']
rDFUl2mHIW4,"['키딩', '천만', '달성', '미리', '축하']"
rDFUl2mHIW4,"['천만', '축하']"
rDFUl2mHIW4,"['천만', '아아', '아아']"
rDFUl2mHIW4,"['미리', '추카']"
rDFUl2mHIW4,"['천만', '막타', '대기']"
rDFUl2mHIW4,"['현재', '시간', '기준', '회수']"
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,"['존버중', '이파리']"
rDFUl2mHIW4,"['천만', '공연', '축하']"
rDFUl2mHIW4,['회수']
rDFUl2mHIW4,['가즈']
rDFUl2mHIW4,['개재']
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,['개재']
rDFUl2mHIW4,
rDFUl2mHIW4,"['미리', '축하']"
rDFUl2mHIW4,['가야']
rDFUl2mHIW4,
rDFUl2mHIW4,['천만']
rDFUl2mHIW4,"['키딩', '천만이', '공개', '열쇠']"
rDFUl2mHIW4,['만이']
rDFUl2mHIW4,['축하']
rDFUl2mHIW4,
rDFUl2mHIW4,['천만']
rDFUl2mHIW4,
rDFUl2mHIW4,"['숟가락', '가요']"
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,"['천만', '회수']"
rDFUl2mHIW4,
rDFUl2mHIW4,"['영차', '영차', '천만', '개재']"
rDFUl2mHIW4,['마지막']
rDFUl2mHIW4,
rDFUl2mHIW4,['만이']
rDFUl2mHIW4,
rDFUl2mHIW4,"['권선', '학년', '응원']"
rDFUl2mHIW4,
rDFUl2mHIW4,"['대전', '이파리', '훈련소', '주차', '주말', '시간', '처음', '감동', '기억']"
rDFUl2mHIW4,['이제야']
rDFUl2mHIW4,"['회수', '감사']"
rDFUl2mHIW4,
rDFUl2mHIW4,"['진짜', '계속', '노래', '다시', '정말', '중독', '부분', '정말', '야구선수', '등장', '삼고', '정도']"
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,"['요즘', '기분', '굴굴', '목소리']"
rDFUl2mHIW4,"['당시', '볼때', '버츄얼', '발전', '지금', '얼마나', '발전', '기대']"
rDFUl2mHIW4,"['국민', '반절', '가까이', '거지']"
rDFUl2mHIW4,"['다음', '노래', '케이팝', '처럼']"
rDFUl2mHIW4,"['어케', '연습실', '다음', '이미지', '건가']"
rDFUl2mHIW4,['개재']
rDFUl2mHIW4,['점프']
rDFUl2mHIW4,['입문']
rDFUl2mHIW4,"['시간', '동안', '조회', '수가', '이번']"
rDFUl2mHIW4,['만회']
rDFUl2mHIW4,"['달이', '천만']"
rDFUl2mHIW4,"['천만', '개재']"
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,['천만']
rDFUl2mHIW4,
rDFUl2mHIW4,['가즈']
rDFUl2mHIW4,"['번만', '만이']"
rDFUl2mHIW4,"['노래', '고척돔', '생각', '벌써', '가슴']"
rDFUl2mHIW4,['세상']
rDFUl2mHIW4,
rDFUl2mHIW4,['개재']
rDFUl2mHIW4,
rDFUl2mHIW4,"['요즘', '뮤비', '장난', '키딩', '플브', '뮤비']"
rDFUl2mHIW4,['키딩']
rDFUl2mHIW4,"['공연', '개재']"
rDFUl2mHIW4,"['개재', '이파리']"
rDFUl2mHIW4,
rDFUl2mHIW4,"['언제', '순간', '이파리', '항상', '응원', '고척돔', '공연', '중간', '과정', '하나로']"
rDFUl2mHIW4,['천만']
rDFUl2mHIW4,['화이팅']
rDFUl2mHIW4,
rDFUl2mHIW4,['개재']
rDFUl2mHIW4,['사랑']
rDFUl2mHIW4,"['기분', '노래']"
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,['어후']
rDFUl2mHIW4,"['하나', '부터']"
rDFUl2mHIW4,"['학예회', '이유형']"
rDFUl2mHIW4,['비챤']
rDFUl2mHIW4,['만가']
rDFUl2mHIW4,
rDFUl2mHIW4,"['엔진', '컬리']"
rDFUl2mHIW4,
rDFUl2mHIW4,['잇츠미']
rDFUl2mHIW4,
rDFUl2mHIW4,
rDFUl2mHIW4,"['고척돔', '콘서트']"
rDFUl2mHIW4,"['세계', '아이돌', '관련', '이야기', '일정', '신곡', '개집', '콘서트', '홍보', '티저', '공개', '콘서트', '홍보', '공개', '공개', '공개', '세계', '아이돌', '고척', '스카이', '콘서트', '이세', '비중', '콘서트', '선공', '신곡', '공개', '여름', '공개']"
rDFUl2mHIW4,"['바둑판', '보고', '참고']"
rDFUl2mHIW4,"['키딩', '주년', '축하']"
rDFUl2mHIW4,"['내일', '쇼케이스']"
rDFUl2mHIW4,
