title,company,location,scrape_date,scrape_time,title_raw,paren_raw,title_clean,seniority,work_mode,employment_type,role_group
AI Engineer - Computer Vision (Remote),Uplers,"Indore, Madhya Pradesh, India",2025-10-03,20:39:48,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Gurugram, Haryana, India",2025-10-03,20:39:48,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Vijayawada, Andhra Pradesh, India",2025-10-03,20:39:48,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Jaipur, Rajasthan, India",2025-10-03,20:39:48,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
Machine Learning Engineer,Tiqo Technologies Private Limited,"TS, IN",2025-10-03,21:16:39,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Aurangabad, Maharashtra, India",2025-10-03,21:16:39,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Thane, Maharashtra, India",2025-10-03,21:16:39,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,,2025-10-03,21:16:39,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Nagpur, Maharashtra, India",2025-10-03,21:16:39,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Raipur, Chhattisgarh, India",2025-10-03,21:16:39,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Hyderabad, Telangana, India",2025-10-03,21:16:39,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Pune, Maharashtra, India",2025-10-03,21:16:39,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Bhubaneswar, Odisha, India",2025-10-03,21:16:39,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer - Computer Vision (Remote),Uplers,"Chandigarh, Chandigarh, India",2025-10-03,21:16:39,AI Engineer - Computer Vision (Remote),Remote,ai engineer computer vision,unknown,remote,unknown,ml_ai
AI Engineer (Automotive),Infosys,"Bengaluru East, Karnataka, India",2025-10-04,01:25:19,AI Engineer (Automotive),Automotive,ai engineer,unknown,unknown,unknown,ml_ai
Senior Gen AI Developer,People Prime Worldwide,"Bengaluru, Karnataka, India",2025-10-04,03:25:24,Senior Gen AI Developer,,senior gen ai developer,senior,unknown,unknown,ml_ai
AI Engineer,Crolit,,2025-10-04,03:42:01,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,Crolit,,2025-10-04,04:40:46,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Computer Vision Engineer,i2V Systems,"Gurugram, Haryana, India",2025-10-04,05:17:49,Computer Vision Engineer,,computer vision engineer,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,SolarSys Innovations Private Ltd,,2025-10-04,06:27:43,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
AI Engineer,Qode.world Jobs,"Thane, Maharashtra, India",2025-10-04,06:27:43,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Data Scientist,RADTAR INNOVATIONS PRIVATE LIMITED,"Ernakulam, Kerala, India",2025-10-04,06:46:15,Data Scientist,,data scientist,unknown,unknown,unknown,data_science
Machine Learning & AI Developer (Immediate Start),Onelab Ventures,"Pune, Maharashtra, India",2025-10-04,07:17:15,Machine Learning & AI Developer (Immediate Start),Immediate Start,machine learning ai developer,unknown,unknown,unknown,ml_ai
Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-04,07:17:15,Data Scientist,,data scientist,unknown,unknown,unknown,data_science
Data Scientist,Ashwini Kamble,"Remote, IN",2025-10-04,08:23:12,Data Scientist,,data scientist,unknown,unknown,unknown,data_science
Staff Agentic AI Engineer,Teradata,"Hyderabad, Telangana, India",2025-10-04,09:18:15,Staff Agentic AI Engineer,,staff agentic ai engineer,senior,unknown,unknown,ml_ai
Senior AI Engineer_Full-time,BeGig,,2025-10-04,10:18:29,Senior AI Engineer_Full-time,,senior ai engineer full time,senior,unknown,unknown,ml_ai
Lead Data Scientist,Mphasis,"Pune, Maharashtra, India",2025-10-04,10:18:29,Lead Data Scientist,,lead data scientist,senior,unknown,unknown,data_science
Gen AI Developer,Virtusa,"Andhra Pradesh, India",2025-10-04,10:39:26,Gen AI Developer,,gen ai developer,unknown,unknown,unknown,ml_ai
Gen AI Developer,Virtusa,"Pune, Maharashtra, India",2025-10-04,10:39:26,Gen AI Developer,,gen ai developer,unknown,unknown,unknown,ml_ai
Lead Data Scientist - Computer Vision & Generative AI,NTT DATA North America,"Bengaluru East, Karnataka, India",2025-10-04,10:39:26,Lead Data Scientist - Computer Vision & Generative AI,,lead data scientist computer vision generative ai,senior,unknown,unknown,ml_ai
AI Engineer,Opptiverse,"Chennai, Tamil Nadu, India",2025-10-04,10:39:26,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,Ovelia Health,"Mumbai, Maharashtra, India",2025-10-04,11:14:15,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
AI Engineer (Full Stack),Milliman,"Gurgaon, Haryana, India",2025-10-04,11:14:15,AI Engineer (Full Stack),Full Stack,ai engineer,unknown,unknown,unknown,ml_ai
Agentic AI Engineer – Moveworks Specialist,Infogain,"Bengaluru, Karnataka, India",2025-10-04,11:38:07,Agentic AI Engineer – Moveworks Specialist,,agentic ai engineer moveworks specialist,unknown,unknown,unknown,ml_ai
Agentic AI Engineer – Moveworks Specialist,Infogain,"Bengaluru, Karnataka, India",2025-10-04,11:38:07,Agentic AI Engineer – Moveworks Specialist,,agentic ai engineer moveworks specialist,unknown,unknown,unknown,ml_ai
Machine Learning Engineer,Tallento.ai,,2025-10-04,12:37:03,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Senior/Lead - AI Engineer,Ciena,"Pune, Maharashtra, India",2025-10-04,12:37:03,Senior/Lead - AI Engineer,,senior lead ai engineer,senior,unknown,unknown,ml_ai
Senior/Lead - AI Engineer,Ciena,"Gurugram, Haryana, India",2025-10-04,12:37:03,Senior/Lead - AI Engineer,,senior lead ai engineer,senior,unknown,unknown,ml_ai
Senior Machine Learning Engineer,Quantiphi,"Trivandrum, Kerala, India",2025-10-04,13:21:19,Senior Machine Learning Engineer,,senior machine learning engineer,senior,unknown,unknown,ml_ai
Machine Learning Engineer,Nationize Visas,"Vijayawada, Andhra Pradesh, India",2025-10-04,13:21:19,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-04,13:21:19,Data Scientist,,data scientist,unknown,unknown,unknown,data_science
AI Engineer,Agastyx Labs,"Kochi, Kerala, India",2025-10-04,14:16:30,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Sr. AI Engineer/ Architect,onsemi,"Bengaluru, Karnataka, India",2025-10-04,14:16:30,Sr. AI Engineer/ Architect,,sr ai engineer architect,senior,unknown,unknown,ml_ai
"Senior Machine Learning Engineer, Trust & Safety",Airbnb,"Bengaluru, Karnataka, India",2025-10-04,14:38:00,"Senior Machine Learning Engineer, Trust & Safety",,senior machine learning engineer trust safety,senior,unknown,unknown,ml_ai
Machine Learning And AI Developer (Immediate Start),Onelab Ventures,"Pune, Maharashtra, India",2025-10-04,15:17:30,Machine Learning And AI Developer (Immediate Start),Immediate Start,machine learning and ai developer,unknown,unknown,unknown,ml_ai
DE-Azure Cognitive VA and AI Developer-GDSN02,EY,"Bengaluru, Karnataka, India",2025-10-04,15:17:30,DE-Azure Cognitive VA and AI Developer-GDSN02,,de azure cognitive va and ai developer gdsn02,unknown,unknown,unknown,ml_ai
AI Engineer - Prime Focus Technologies,DNEG,"Bengaluru, Karnataka, India",2025-10-04,15:17:30,AI Engineer - Prime Focus Technologies,,ai engineer prime focus technologies,unknown,unknown,unknown,ml_ai
Gen AI Developer,Virtusa,"Pune, Maharashtra, India",2025-10-04,16:11:41,Gen AI Developer,,gen ai developer,unknown,unknown,unknown,ml_ai
Gen AI Developer,Virtusa,"Andhra Pradesh, India",2025-10-04,16:11:41,Gen AI Developer,,gen ai developer,unknown,unknown,unknown,ml_ai
Gen AI Developer,Birlasoft,"Hyderabad, Telangana, India",2025-10-04,16:11:41,Gen AI Developer,,gen ai developer,unknown,unknown,unknown,ml_ai
Remote Data Scientist,Turing,"Hyderabad, Telangana, India",2025-10-04,16:11:41,Remote Data Scientist,,remote data scientist,unknown,remote,unknown,data_science
Remote Data Scientist,Turing,"Bengaluru, Karnataka, India",2025-10-04,16:11:41,Remote Data Scientist,,remote data scientist,unknown,remote,unknown,data_science
Remote Data Scientist,Turing,,2025-10-04,16:11:41,Remote Data Scientist,,remote data scientist,unknown,remote,unknown,data_science
Remote Data Scientist,Turing,"Delhi, Delhi, India",2025-10-04,16:11:41,Remote Data Scientist,,remote data scientist,unknown,remote,unknown,data_science
"Associate Data Scientist , Global GBS",Kraft Heinz,"Ahmedabad, Gujarat, India",2025-10-04,16:11:41,"Associate Data Scientist , Global GBS",,associate data scientist global gbs,unknown,unknown,unknown,data_science
Insurance Automation and AI Specialist,Google,"Bengaluru, Karnataka, India",2025-10-04,16:11:41,Insurance Automation and AI Specialist,,insurance automation and ai specialist,unknown,unknown,unknown,ml_ai
"Data Scientist, Digital Products",US Pharmacopeia,"Serilingampalli, Telangana, India",2025-10-04,16:11:41,"Data Scientist, Digital Products",,data scientist digital products,unknown,unknown,unknown,data_science
Senior Data Scientist,Red Hat,"Pune, Maharashtra, India",2025-10-04,16:11:41,Senior Data Scientist,,senior data scientist,senior,unknown,unknown,data_science
Remote Data Scientist,Turing,"Kolkata, West Bengal, India",2025-10-04,16:11:41,Remote Data Scientist,,remote data scientist,unknown,remote,unknown,data_science
Lead Data Scientist - Computer Vision & Generative AI,NTT DATA North America,"Bengaluru East, Karnataka, India",2025-10-04,16:11:41,Lead Data Scientist - Computer Vision & Generative AI,,lead data scientist computer vision generative ai,senior,unknown,unknown,ml_ai
Data Scientist,Synthenova,,2025-10-04,16:11:41,Data Scientist,,data scientist,unknown,unknown,unknown,data_science
Data Analyst,Essor Talents Consultancy,,2025-10-04,16:11:41,Data Analyst,,data analyst,unknown,unknown,unknown,analyst_bi
Data Engineer,Virtusa,"Chennai, Tamil Nadu, India",2025-10-04,16:11:41,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Lead AI Engineer (Expert),Hitachi Digital Services,"Hyderabad, Telangana, India",2025-10-04,16:11:41,Lead AI Engineer (Expert),Expert,lead ai engineer,senior,unknown,unknown,ml_ai
BI & Data Warehouse Data Engineer,Astellas Pharma,"Bengaluru, Karnataka, India",2025-10-04,16:11:41,BI & Data Warehouse Data Engineer,,bi data warehouse data engineer,unknown,unknown,unknown,data_engineering
Lead AI Engineer (Expert),Hitachi Digital,"Arunachal Pradesh, India",2025-10-04,16:11:41,Lead AI Engineer (Expert),Expert,lead ai engineer,senior,unknown,unknown,ml_ai
Associate Data Engineer,Blenheim Chalcot India,,2025-10-04,16:11:41,Associate Data Engineer,,associate data engineer,unknown,unknown,unknown,data_engineering
Principal Cloud Engineer - Data & AI,Equinix,"Bengaluru, Karnataka, India",2025-10-04,16:11:41,Principal Cloud Engineer - Data & AI,,principal cloud engineer data ai,senior,unknown,unknown,cloud
Staff Agentic AI Engineer,Teradata,"Hyderabad, Telangana, India",2025-10-04,16:11:41,Staff Agentic AI Engineer,,staff agentic ai engineer,senior,unknown,unknown,ml_ai
Senior Data Engineer,Nextracker Inc.,"Hyderabad, Telangana, India",2025-10-04,16:11:41,Senior Data Engineer,,senior data engineer,senior,unknown,unknown,data_engineering
AI Engineer,Aira,"Bengaluru, Karnataka, India",2025-10-04,16:22:38,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Senior AI Engineer,ChicMic Studios,,2025-10-04,16:22:38,Senior AI Engineer,,senior ai engineer,senior,unknown,unknown,ml_ai
AI & Computer Vision Engineer,Future Sportler,,2025-10-04,17:15:21,AI & Computer Vision Engineer,,ai computer vision engineer,unknown,unknown,unknown,ml_ai
Machine Learning Engineer (RAG & MLOps),Alpha,,2025-10-04,18:26:25,Machine Learning Engineer (RAG & MLOps),RAG & MLOps,machine learning engineer,unknown,unknown,unknown,ml_ai
Gen AI Developer,Infosys,"Bengaluru East, Karnataka, India",2025-10-04,19:14:04,Gen AI Developer,,gen ai developer,unknown,unknown,unknown,ml_ai
AI Researcher,BraneMind,"Mumbai, Maharashtra, India",2025-10-04,22:17:33,AI Researcher,,ai researcher,unknown,unknown,unknown,ml_ai
AI Engineer,UnleashX,"Gurugram, Haryana, India",2025-10-04,23:17:45,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Gen AI Developer,Infosys,"Bengaluru East, Karnataka, India",2025-10-05,01:44:43,Gen AI Developer,,gen ai developer,unknown,unknown,unknown,ml_ai
Associate Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-05,01:44:43,Associate Data Scientist,,associate data scientist,unknown,unknown,unknown,data_science
AI Engineer (FoodTech) (MUMBAI LOCATION),LabelBlind®️,"Mumbai, Maharashtra, India",2025-10-05,04:40:19,AI Engineer (FoodTech) (MUMBAI LOCATION),FoodTech | MUMBAI LOCATION,ai engineer,unknown,unknown,unknown,ml_ai
Senior Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-05,07:17:23,Senior Data Scientist,,senior data scientist,senior,unknown,unknown,data_science
Commercial Data Scientist,ExxonMobil,"KA, IN",2025-10-05,08:23:40,Commercial Data Scientist,,commercial data scientist,unknown,unknown,unknown,data_science
Industrial Data Scientist,ExxonMobil,"KA, IN",2025-10-05,08:23:40,Industrial Data Scientist,,industrial data scientist,unknown,unknown,unknown,data_science
AI Developer,Daply | Scaling Digital Publishing,,2025-10-05,08:41:33,AI Developer,,ai developer,unknown,unknown,unknown,ml_ai
Computer Vision Engineer,Bhatiyani Astute Intelligence,"Bengaluru, Karnataka, India",2025-10-05,09:17:41,Computer Vision Engineer,,computer vision engineer,unknown,unknown,unknown,ml_ai
Machine Learning DevOps Engineer 2,C3 India Delivery Centre LLP (formerly known as Crowe Horwath IT Services LLP),"Hyderabad, Telangana, India",2025-10-05,09:17:41,Machine Learning DevOps Engineer 2,,machine learning devops engineer 2,unknown,unknown,unknown,ml_ai
Machine Learning DevOps Engineer 2,C3 India Delivery Centre LLP (formerly known as Crowe Horwath IT Services LLP),"Noida, Uttar Pradesh, India",2025-10-05,09:17:41,Machine Learning DevOps Engineer 2,,machine learning devops engineer 2,unknown,unknown,unknown,ml_ai
Machine Learning And AI Engineer (Immediate Start),Onelab Ventures,"Pune, Maharashtra, India",2025-10-05,09:37:36,Machine Learning And AI Engineer (Immediate Start),Immediate Start,machine learning and ai engineer,unknown,unknown,unknown,ml_ai
Lead AI Engineer,A.P. Moller - Maersk,"Bengaluru, Karnataka, India",2025-10-05,10:18:57,Lead AI Engineer,,lead ai engineer,senior,unknown,unknown,ml_ai
AWS -Data Engineer,Fractal,"Bengaluru, Karnataka, India",2025-10-05,10:18:57,AWS -Data Engineer,,aws data engineer,unknown,unknown,unknown,data_engineering
Agentic AI Engineer,Supertech Innovation Labs,"New Delhi, Delhi, India",2025-10-05,11:15:01,Agentic AI Engineer,,agentic ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer,MagickTech Pvt Ltd,"Chennai, Tamil Nadu, India",2025-10-05,12:37:35,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
Staff AI Engineer,SeedlingLabs Private Limited,"Bengaluru, Karnataka, India",2025-10-05,12:37:35,Staff AI Engineer,,staff ai engineer,senior,unknown,unknown,ml_ai
Senior Machine Learning Engineer - Hybrid,ClanX,"TN, IN",2025-10-05,13:22:25,Senior Machine Learning Engineer - Hybrid,,senior machine learning engineer hybrid,senior,hybrid,unknown,ml_ai
Senior Machine Learning Engineer - Hybrid,ClanX,"MH, IN",2025-10-05,13:22:25,Senior Machine Learning Engineer - Hybrid,,senior machine learning engineer hybrid,senior,hybrid,unknown,ml_ai
Senior Machine Learning Engineer - Hybrid,ClanX,"KA, IN",2025-10-05,13:22:25,Senior Machine Learning Engineer - Hybrid,,senior machine learning engineer hybrid,senior,hybrid,unknown,ml_ai
Gen AI Developer,Infosys,"Bengaluru East, Karnataka, India",2025-10-05,13:22:25,Gen AI Developer,,gen ai developer,unknown,unknown,unknown,ml_ai
Associate Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-05,13:22:25,Associate Data Scientist,,associate data scientist,unknown,unknown,unknown,data_science
Staff/Sr. Data Analyst (Cloud),Netradyne,"Bengaluru, Karnataka, India",2025-10-05,13:22:25,Staff/Sr. Data Analyst (Cloud),Cloud,staff sr data analyst,senior,unknown,unknown,analyst_bi
Senior Data Scientist,Infosys,"Bengaluru East, Karnataka, India",2025-10-05,13:22:25,Senior Data Scientist,,senior data scientist,senior,unknown,unknown,data_science
Gen AI Engineer,Recro,"Bengaluru, Karnataka, India",2025-10-05,15:17:36,Gen AI Engineer,,gen ai engineer,unknown,unknown,unknown,ml_ai
Snr AI Engineer,onsemi,"Bengaluru, Karnataka, India",2025-10-05,15:17:36,Snr AI Engineer,,snr ai engineer,unknown,unknown,unknown,ml_ai
Sr Staff Data Scientist - Creator,JioHotstar,"Bengaluru, Karnataka, India",2025-10-05,15:17:36,Sr Staff Data Scientist - Creator,,sr staff data scientist creator,senior,unknown,unknown,data_science
AI Engineer,heva,"Bengaluru, Karnataka, India",2025-10-05,16:22:06,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
