,title,company,location,scrape_date,scrape_time
276,DevOps Engineer - Remote Work,BairesDev,"Coimbatore, Tamil Nadu, India",2025-07-16,22:21:56
277,DevOps Engineer - Remote Work,BairesDev,"Chennai, Tamil Nadu, India",2025-07-16,22:21:56
278,DevOps Engineer - Remote Work,BairesDev,"Haora, West Bengal, India",2025-07-16,22:21:56
279,DevOps Engineer - Remote Work,BairesDev,"Jabalpur, Madhya Pradesh, India",2025-07-16,22:21:56
280,DevOps Engineer - Remote Work,BairesDev,"Indore, Madhya Pradesh, India",2025-07-16,22:21:56
281,Software Development Engineer II - Azure Data Engineering,Tesco Technology,"Bengaluru, Karnataka, India",2025-07-16,22:21:56
282,DevOps Engineer - Remote Work,BairesDev,"Surat, Gujarat, India",2025-07-16,22:21:56
283,DevOps Engineer - Remote Work,BairesDev,"Jaipur, Rajasthan, India",2025-07-16,22:21:56
284,AI Engineer Software Intern (Codeforces 2000+ only),zapRF,"Pune, Maharashtra, India",2025-07-16,22:21:56
285,DevOps Engineer - Remote Work,BairesDev,"Patna, Bihar, India",2025-07-16,22:21:56
286,SDE - 1 - DevOps,FanCode,"Mumbai, Maharashtra, India",2025-07-16,22:47:30
287,Data Engineer,NP Group,,2025-07-16,22:47:30
288,DevOps Engineer - Remote Work,BairesDev,,2025-07-16,22:47:30
289,DevOps Engineer - Remote Work,BairesDev,"Vishakhapatnam, Andhra Pradesh, India",2025-07-16,22:47:30
290,DevOps Engineer,Q-Free,"Hyderabad, Telangana, India",2025-07-16,22:47:30
291,Azure Data Engineer- India,Largeton Group,,2025-07-16,22:47:30
292,DevOps Engineer - Remote Work,BairesDev,"Mumbai, Maharashtra, India",2025-07-16,22:47:30
293,Senior Data Engineer,"InvestCloud, Inc.","Karnataka, India",2025-07-16,23:21:59
294,Data Engineer,Gartner,"Gurgaon, Haryana, India",2025-07-16,23:42:36
295,Palantir Data Engineer,Enexus Global Inc.,"Hyderabad, Telangana, India",2025-07-16,23:42:36
296,IN-Senior Associate_Devops _Oracle_Advisory_Bangalore,PwC India,"Bengaluru, Karnataka, India",2025-07-16,23:42:36
297,SDE -III - Data Engineer,Avis Budget Group,"Bengaluru, Karnataka, India",2025-07-16,23:42:36
298,DevOps Engineer,Accenture,"KA, IN",2025-07-17,01:55:22
299,DevOps Engineer,Accenture,"KA, IN",2025-07-17,01:55:22
300,Data Engineer - ETL,Reyna Solutions,"Bengaluru, Karnataka, India",2025-07-17,01:55:22
301,Generative AI Specialist,Flentas,"Pune, Maharashtra, India",2025-07-17,01:55:22
302,Senior DevOps Engineer,Konovo,"KA, IN",2025-07-17,03:37:16
303,Founding Devops Engineer,Logz AI,"Bengaluru, Karnataka, India",2025-07-17,03:37:16
304,Data Engineer,NYX,"Bengaluru, Karnataka, India",2025-07-17,03:37:16
305,"Data Engineer (SQL, Talend ETL, GCP & Azure)",Mars Data Insights,,2025-07-17,03:37:16
306,DevOps Engineer,People Prime Worldwide,"Mumbai, Maharashtra, India",2025-07-17,04:39:03
307,DevOps Engineer,People Prime Worldwide,"Hyderabad, Telangana, India",2025-07-17,04:39:03
308,Data Engineer(Strong Python & Pyspark Coding),ideaHelix,"Hyderabad, Telangana, India",2025-07-17,04:39:03
309,Data Engineer (Database Specialist),Aadhcode,,2025-07-17,04:39:03
310,DevOps Engineer,Kotak Mahindra Bank,"Bengaluru, Karnataka, India",2025-07-17,05:26:28
311,SRE DevOps Engineer,MyRemoteTeam Inc,"Bengaluru, Karnataka, India",2025-07-17,05:26:28
312,Agentic AI developer (3 - 9 years),AIMLEAP,,2025-07-17,05:26:28
313,DevOps Engineer,Soffit Infrastructure Services (P) Ltd.,"KL, IN",2025-07-17,05:49:52
314,DevOps Engineer (Lead),Infogain,"KA, IN",2025-07-17,05:49:52
315,Data Engineer,Growel Softech Pvt Ltd,"Trivandrum, Kerala, India",2025-07-17,05:49:52
316,Data Engineer,Dexian India,"Pune, Maharashtra, India",2025-07-17,05:49:52
317,DevOps Engineer,People Prime Worldwide,"Chennai, Tamil Nadu, India",2025-07-17,05:49:52
318,Senior Data Engineer,Infoblox,"Bengaluru, Karnataka, India",2025-07-17,05:49:52
319,Senior Devops Engineer,Aptita,"Hyderabad, Telangana, India",2025-07-17,05:49:52
320,Data Engineer,Concentrix,"Bengaluru, Karnataka, India",2025-07-17,07:43:52
321,Data Engineer,"Sunrise Systems, Inc.",,2025-07-17,07:43:52
322,Senior Machine Learning Engineer,Evolent,"Pune, Maharashtra, India",2025-07-17,07:43:52
323,Applied Machine Learning Engineer,Thinkproject,"Pune, Maharashtra, India",2025-07-17,07:43:52
324,AWS Cloud DevOps Engineer,Customer Capital,"Delhi, India",2025-07-17,07:43:52
325,GCP Data Engineer,Dataquad Inc.,"Hyderabad, Telangana, India",2025-07-17,07:43:52
326,Senior AI Engineer,91HR,"Goa, India",2025-07-17,07:43:52
327,Senior Machine Learning Engineer,Mindtickle,"Bangalore Urban, Karnataka, India",2025-07-17,07:43:52
328,Senior Data Engineer,Lexmark,,2025-07-17,07:43:52
329,DevOps Engineer,Jivi AI,"Gurugram, Haryana, India",2025-07-17,08:31:06
330,AWS Data Engineer,DataE2E Technologies,"Maharashtra, India",2025-07-17,08:31:06
331,DevOps Engineer,Unity Infotech,"Kochi, Kerala, India",2025-07-17,08:31:06
332,Azure Data Engineer,Bridgenext,"Pune, Maharashtra, India",2025-07-17,08:31:06
333,"Data Engineer (Level 4), AOP",myGwork - LGBTQ+ Business Community,"Bengaluru, Karnataka, India",2025-07-17,08:31:06
334,DevOps Engineer (Cloud & Automation),Kian Technologies,"Remote, IN",2025-07-17,09:26:59
335,Engineer - SC Devops,LSEG (London Stock Exchange Group),"KA, IN",2025-07-17,09:26:59
336,DevOps Engineer - SR1,Nexifyr,"DL, IN",2025-07-17,09:26:59
337,DevOps Engineer - SR1,Nexifyr,"TS, IN",2025-07-17,09:26:59
338,DevOps Engineer - SR1,Nexifyr,"MH, IN",2025-07-17,09:26:59
339,DevOps Engineer - SR1,Nexifyr,"KA, IN",2025-07-17,09:26:59
340,DevOps Engineer - SR1,Nexifyr,"MH, IN",2025-07-17,09:26:59
341,DevOps Engineer - SR1,Nexifyr,"HR, IN",2025-07-17,09:26:59
342,DevOps Engineer - SR1,Nexifyr,"TN, IN",2025-07-17,09:26:59
343,"Software Engineer, Data Engineer II",DoorDash,"Pune, Maharashtra, India",2025-07-17,09:26:59
344,Data Scientist,HCLTech,"Bengaluru, Karnataka, India",2025-07-17,09:26:59
345,DevOps Engineer,"Tyfone, Inc.",,2025-07-17,09:26:59
346,Software Engineer III - Data Engineer,JPMorganChase,"Bengaluru, Karnataka, India",2025-07-17,09:26:59
347,Devops Engineer,Expertrons Delhi,"Bengaluru, Karnataka, India",2025-07-17,09:26:59
348,Senior Data Engineer,Anko GCC,"Bengaluru, Karnataka, India",2025-07-17,09:26:59
349,Senior Devops Engineer,NICE Actimize,"MH, IN",2025-07-17,09:48:23
350,Devops Engineer,NatWest Group,"KA, IN",2025-07-17,09:48:23
351,Devops Engineer - N,IAssess Consultants LLP,"Bengaluru, Karnataka, India",2025-07-17,09:48:23
352,AI Developer,We Guide,"KL, IN",2025-07-17,10:26:11
353,Data Engineer,BayOne Solutions,"Gurugram, Haryana, India",2025-07-17,10:26:11
354,Senior Data Engineer,Experian,"Hyderabad, Telangana, India",2025-07-17,10:26:11
355,Azure DevOps,Virtusa,"Andhra Pradesh, India",2025-07-17,10:26:11
356,Cloud DevOps Engineer,LZYCRAZY PVT. LTD,"UP, IN",2025-07-17,10:49:48
357,DevOps Engineer,HID,"Chennai, Tamil Nadu, India",2025-07-17,10:49:48
358,Senior Associate- Data Engineer,Capital One,"Bengaluru, Karnataka, India",2025-07-17,10:49:48
359,Lead Data Engineer,Uplers,"Guwahati, Assam, India",2025-07-17,10:49:48
360,Senior Data Engineer,Uplers,,2025-07-17,10:49:48
361,Lead Data Engineer,Uplers,"Madurai, Tamil Nadu, India",2025-07-17,10:49:48
362,Lead Data Engineer,Uplers,"Ghaziabad, Uttar Pradesh, India",2025-07-17,10:49:48
363,DEVOPS ENGINEER,Zensar Technologies,IN,2025-07-17,11:20:06
364,AI Infrastructure Engineer (DevOps/MLOps),Qcentro,"KL, IN",2025-07-17,11:20:06
365,AI Engineer,Ericsson,"Bengaluru, Karnataka, India",2025-07-17,11:20:06
366,Data Engineer,"NTT DATA, Inc.","Chennai, Tamil Nadu, India",2025-07-17,11:20:06
367,Specialist - DevOps Full Stack Developer,Infineon Technologies,"Ahmedabad, Gujarat, India",2025-07-17,11:20:06
368,QA Engineer (Data Engineering & Warehouse Testing),RiDiK (a Subsidiary of CLPS. Nasdaq: CLPS),"Bengaluru, Karnataka, India",2025-07-17,11:20:06
369,Senior Data Engineer,Guidehouse,"Trivandrum, Kerala, India",2025-07-17,11:20:06
370,Cloud Data Engineer,Uplers,"Jamshedpur, Jharkhand, India",2025-07-17,11:20:06
371,Cloud Data Engineer,Uplers,"Guwahati, Assam, India",2025-07-17,11:20:06
372,Cloud Data Engineer,Uplers,"Agra, Uttar Pradesh, India",2025-07-17,11:20:06
373,Cloud Data Engineer,Uplers,"Aurangabad, Maharashtra, India",2025-07-17,11:20:06
374,Cloud Data Engineer,Uplers,"Thane, Maharashtra, India",2025-07-17,11:20:06
375,Senior Data Engineer,Uplers,"Jamshedpur, Jharkhand, India",2025-07-17,11:20:06
376,Senior Data Engineer,Uplers,"Ghaziabad, Uttar Pradesh, India",2025-07-17,11:20:06
377,Lead Data Engineer,Uplers,"Vijayawada, Andhra Pradesh, India",2025-07-17,11:20:06
378,Lead Data Engineer,Uplers,"Visakhapatnam, Andhra Pradesh, India",2025-07-17,11:20:06
379,Lead Data Engineer,Uplers,"Noida, Uttar Pradesh, India",2025-07-17,11:20:06
380,Lead Data Engineer,Uplers,"Noida, Uttar Pradesh, India",2025-07-17,11:20:06
381,Senior Data Engineer,Uplers,"Vellore, Tamil Nadu, India",2025-07-17,11:20:06
382,Data Engineer,Aryaka,"Bengaluru, Karnataka, India",2025-07-17,11:42:20
383,Data Engineer,Virtusa,"Chennai, Tamil Nadu, India",2025-07-17,11:42:20
384,"Software Development Engineer, Alexa AI Developer Tech",Amazon,"Pune, Maharashtra, India",2025-07-17,11:42:20
385,DevOps Engineer,BatchData,,2025-07-17,11:42:20
386,AI Engineer,HUB,"Gurugram, Haryana, India",2025-07-17,11:42:20
387,Data Engineer,Amazon Web Services (AWS),"Bengaluru, Karnataka, India",2025-07-17,11:42:20
388,Data Engineer,Uplers,,2025-07-17,11:42:20
389,Senior Data Engineer,S&P Global,"Gurugram, Haryana, India",2025-07-17,11:42:20
390,Senior Data Engineer,Uplers,"Cuttack, Odisha, India",2025-07-17,11:42:20
391,Lead Data Engineer,Uplers,,2025-07-17,11:42:20
392,Senior Data Engineer,Uplers,"Patna, Bihar, India",2025-07-17,11:42:20
393,Senior Data Engineer,Uplers,,2025-07-17,11:42:20
394,Data Engineer I,Honeywell,"Bengaluru, Karnataka, India",2025-07-17,12:47:55
395,AI Engineer - L1,Wipro,"Chennai, Tamil Nadu, India",2025-07-17,12:47:55
396,"Data Engineer, MIDAS Digital Intelligence",Amazon Music,"Chennai, Tamil Nadu, India",2025-07-17,12:47:55
397,Data Engineer,BMC Software,"Pune, Maharashtra, India",2025-07-17,12:47:55
398,DevOps Engineer,Nashik Breweries and Distilleries,"MH, IN",2025-07-17,13:38:18
399,Data Engineer,Ericsson,,2025-07-17,13:38:18
400,Data Engineer-Data Warehouse,IBM,"Bengaluru, Karnataka, India",2025-07-17,13:38:18
401,Data Scientist,Auroedge Private Limited,,2025-07-17,13:38:18
402,Software Technologist - Cloud Engineer,Philips,"Bengaluru, Karnataka, India",2025-07-17,13:38:18
403,Lead Data Engineer [T500-19254],Delta Air Lines,"Bengaluru, Karnataka, India",2025-07-17,13:38:18
404,Sr. Devops SRE (Contract),VARITE INC,"Bengaluru, Karnataka, India",2025-07-17,13:38:18
405,Kore.AI Developer,Cloud Base Solutions LLC,"Noida, Uttar Pradesh, India",2025-07-17,13:38:18
406,Senior Azure Infra DevOps Engineer,ContractPodAi,"Pune, Maharashtra, India",2025-07-17,13:38:18
407,AI Engineer - Python Developer,JS Techalliance Consulting Pvt Ltd,"MP, IN",2025-07-17,14:21:21
408,Senior MLOps & AI Developer,Giesecke+Devrient,"HR, IN",2025-07-17,14:21:21
409,DevOps/Cloud Engineer (Experienced),REIZEND PRIVATE LIMITED,"KL, IN",2025-07-17,14:21:21
410,Data Engineer,Citi,"Pune, Maharashtra, India",2025-07-17,14:21:21
411,DevOps Engineer,LTIMindtree,"Pune, Maharashtra, India",2025-07-17,14:21:21
412,"Data Engineer, Data Engineering",Cardinal Health,"Bengaluru East, Karnataka, India",2025-07-17,14:21:21
413,DATA ENGINEER-ADVANCED ANALYTICS,IBM,"Bengaluru, Karnataka, India",2025-07-17,14:21:21
414,Azure Data Engineer/Developer,Oracle,"Bengaluru, Karnataka, India",2025-07-17,14:21:21
415,Senior Data Engineer,Cozzera,"Delhi, India",2025-07-17,14:21:21
416,Senior Machine Learning Engineer,HARMAN India,"Bengaluru, Karnataka, India",2025-07-17,14:21:21
417,DevOps Engineer,Norstella,"Remote, IN",2025-07-17,14:47:47
418,Senior Cloud Engineer,5dataInc,"TS, IN",2025-07-17,14:47:47
419,Data Engineer,IntraEdge,,2025-07-17,14:47:47
420,Data Engineer,Cognisol,,2025-07-17,14:47:47
421,Data Engineer - C11 - Chennai,Citi,"Chennai, Tamil Nadu, India",2025-07-17,14:47:47
422,Data Engineer,ConnectIQ,"Bengaluru, Karnataka, India",2025-07-17,14:47:47
423,Data Engineer-Apache Airflow,IBM,"Mumbai, Maharashtra, India",2025-07-17,14:47:47
424,Senior Data Engineer,Viasat,"Chennai, Tamil Nadu, India",2025-07-17,14:47:47
425,"Data Engineer, Amazon Operations Finance Standardisation and Automation",Amazon,"Bengaluru, Karnataka, India",2025-07-17,14:47:47
426,Data Architect - AEP Competency,Klarin Technologies,,2025-07-17,14:47:47
427,Data Engineer – C10/Officer - Pune,Citi,"Pune, Maharashtra, India",2025-07-17,15:25:28
428,DE-AWS-Cloud Native AI Engineer-VG-F02,EY,"Hyderabad, Telangana, India",2025-07-17,15:25:28
429,DevOps Engineer - C10,Citi,"MH, IN",2025-07-17,15:46:41
430,Senior DevOps Engineer (Salesforce),MongoDB,"Bengaluru, Karnataka, India",2025-07-17,15:46:41
431,Machine Learning Engineer Lead - C13 - CHENNAI,Citi,"Chennai, Tamil Nadu, India",2025-07-17,15:46:41
432,Senior DevOps Engineer,Smarten Spaces,"Bengaluru, Karnataka, India",2025-07-17,15:46:41
433,"Apps Support Senior Analyst (Hadoop, Big Data, Data Engineering) C12 - CHENNAI",Citi,"Chennai, Tamil Nadu, India",2025-07-17,15:46:41
434,DevOps Engineer,Udyari Solutions LLP,"KA, IN",2025-07-17,16:29:40
435,DevOps/SRE Engineer - Remote Work,BairesDev,"Madurai, Tamil Nadu, India",2025-07-17,16:29:40
436,DevOps Engineer - L4,Wipro,"Bengaluru, Karnataka, India",2025-07-17,16:29:40
437,Cloud Engineer Vmware Horizon,Helios Core AI,"Hyderabad, Telangana, India",2025-07-17,16:29:40
438,GIS Data Engineer - PySpark,Analyticorex,"Hyderabad, Telangana, India",2025-07-17,16:29:40
439,Senior Machine Learning Engineer,Backbase,"Hyderabad, Telangana, India",2025-07-17,16:53:57
440,DevOps Engineer,Standard Chartered Bank,"KA, IN",2025-07-17,17:21:37
441,Data Engineer-Lead (Tamilnadu),VXI Global Solutions,"Tamil Nadu, India",2025-07-17,17:21:37
442,AWS Data Engineer,WELTEC Institute,,2025-07-17,17:21:37
443,Data Engineer-Data Platforms-Azure,IBM,"Kochi, Kerala, India",2025-07-17,17:21:37
444,Data Engineer-Data Platforms-Azure,IBM,"Mumbai, Maharashtra, India",2025-07-17,17:21:37
445,Associate DevOps Engineer,Optum,"UP, IN",2025-07-17,17:45:41
446,Remote Python AI Engineer - 17852,Turing,"Pune, Maharashtra, India",2025-07-17,18:33:57
447,Remote Python AI Engineer - 17852,Turing,"Pune, Maharashtra, India",2025-07-17,18:33:57
448,Remote Python AI Engineer - 17852,Turing,"Pune, Maharashtra, India",2025-07-17,18:33:57
449,Remote Python AI Engineer - 17852,Turing,"Gurugram, Haryana, India",2025-07-17,18:33:57
450,Remote Python AI Engineer - 17852,Turing,"Gurugram, Haryana, India",2025-07-17,18:33:57
451,Remote Python AI Engineer - 17852,Turing,"Gurugram, Haryana, India",2025-07-17,18:33:57
452,Remote Python AI Engineer - 17852,Turing,,2025-07-17,18:33:57
453,Remote Python AI Engineer - 17852,Turing,,2025-07-17,18:33:57
454,Remote Python AI Engineer - 17852,Turing,,2025-07-17,18:33:57
455,Remote Python AI Engineer - 17852,Turing,"Gurugram, Haryana, India",2025-07-17,18:33:57
456,Remote Python AI Engineer - 17852,Turing,"Chennai, Tamil Nadu, India",2025-07-17,18:33:57
457,Data Engineering -Sr. Specialist,Nasdaq,"Bengaluru East, Karnataka, India",2025-07-17,18:33:57
458,Lead Machine Learning Engineer #7577,New Relic,"Hyderabad, Telangana, India",2025-07-17,18:33:57
459,AI Engineer,Swirl®,"Bengaluru, Karnataka, India",2025-07-17,19:19:37
460,AI Engineer (Internship) Remote,"iBovi - Staffing, Consulting and Recruitment Services",,2025-07-17,19:19:37
461,DevOps Engineer - C10,Citi,"Pune, Maharashtra, India",2025-07-17,19:19:37
462,Data Engineer – People Analytics,ABB,"Bengaluru, Karnataka, India",2025-07-17,19:19:37
463,DevOps Engineer,VortexWeb,,2025-07-17,19:19:37
464,Remote Python AI Engineer - 17852,Turing,,2025-07-17,19:19:37
465,Remote Python AI Engineer - 17852,Turing,,2025-07-17,19:19:37
466,Remote Python AI Engineer - 17852,Turing,"Gurugram, Haryana, India",2025-07-17,19:19:37
467,Remote Python AI Engineer - 17852,Turing,"Mumbai, Maharashtra, India",2025-07-17,19:19:37
468,Remote Python AI Engineer - 17852,Turing,"Hyderabad, Telangana, India",2025-07-17,19:19:37
469,Remote Python AI Engineer - 17852,Turing,"Hyderabad, Telangana, India",2025-07-17,19:19:37
470,Remote Python AI Engineer - 17852,Turing,"Delhi, India",2025-07-17,19:19:37
471,Remote Python AI Engineer - 17852,Turing,"Delhi, India",2025-07-17,19:19:37
472,Remote Python AI Engineer - 17852,Turing,"Delhi, India",2025-07-17,19:19:37
473,Remote Python AI Engineer - 17852,Turing,"Delhi, India",2025-07-17,19:19:37
474,Senior Data Engineer,Autodesk,"Bengaluru, Karnataka, India",2025-07-17,19:19:37
475,DevOps Engineer,vortexweb cloud,"Remote, IN",2025-07-17,19:40:54
476,Data Engineer,Ericsson,"Noida, Uttar Pradesh, India",2025-07-17,19:40:54
477,"AI Engineer – AI, Automation and ML (REMOTE)","iBovi - Staffing, Consulting and Recruitment Services",,2025-07-17,19:40:54
478,Data Engineer,Accenture in India,"Bengaluru, Karnataka, India",2025-07-17,19:40:54
479,Remote Python AI Engineer - 17852,Turing,,2025-07-17,19:40:54
480,Remote Python AI Engineer - 17852,Turing,"Bengaluru, Karnataka, India",2025-07-17,19:40:54
481,Remote Python AI Engineer - 17852,Turing,"Mumbai, Maharashtra, India",2025-07-17,19:40:54
482,Remote Python AI Engineer - 17852,Turing,"Mumbai, Maharashtra, India",2025-07-17,19:40:54
483,Remote Python AI Engineer - 17852,Turing,"Mumbai, Maharashtra, India",2025-07-17,19:40:54
484,Senior MLOps & AI Developer,Giesecke+Devrient,"HR, IN",2025-07-17,20:25:26
485,Tech Lead Devops Engineer,Dario,"Gurugram, Haryana, India",2025-07-17,20:25:26
486,Remote Machine Learning / AI Engineer,HYI.AI,"Bengaluru, Karnataka, India",2025-07-17,20:25:26
487,Process Data Engineer II - Product Development,Bristol Myers Squibb,"Hyderabad, Telangana, India",2025-07-17,20:25:26
488,DevOps Engineer - VP,Deutsche Bank,"MH, IN",2025-07-17,20:45:53
489,AI Engineering Intern - Multimodal LLM Infrastructure,Loopdesk AI,"Bengaluru, Karnataka, India",2025-07-17,20:45:53
490,"AWS, Azure Devops - AKS,EKS SME",Imagine Foundation e.V.,,2025-07-17,20:45:53
491,Cloud Engineer,iConsultera,,2025-07-17,21:21:11
492,Data Engineer,RAYVEN IT SOLUTIONS,,2025-07-17,21:21:11
493,Senior Data Engineer,Med-Metrix,,2025-07-17,21:42:18
494,Lead Cloud Platform/DevOps Engineer,Goodyear,"TS, IN",2025-07-17,22:22:25
495,DevOps Engineer,Harman,"KA, IN",2025-07-17,22:46:19
496,DevOps Engineer,CareerUS Solutions,,2025-07-17,22:46:19
497,Data Engineer,JB Group of companies,"Navi Mumbai, Maharashtra, India",2025-07-17,23:22:37
498,Data Engineer,JB Group of companies,,2025-07-17,23:22:37
499,Staff Devops Engineer,Baker Hughes,"Pune, Maharashtra, India",2025-07-17,23:22:37
500,Lead DevOps Engineer,Cimpress,"Remote, IN",2025-07-17,23:42:58
501,Staff Devops Engineer,Baker Hughes,"KA, IN",2025-07-17,23:42:58
502,DevOps Engineer Advisor,NTT DATA,"TS, IN",2025-07-17,23:42:58
503,"Senior Engineer, Software DevOps",WS Audiology,"TS, IN",2025-07-17,23:42:58
504,Staff Devops Engineer,Baker Hughes,"Bengaluru, Karnataka, India",2025-07-17,23:42:58
505,Data Engineer (Talend &Pyspark),NTT DATA North America,"Bengaluru East, Karnataka, India",2025-07-17,23:42:58
506,Senior Cloud Engineer,5dataInc,"TS, IN",2025-07-18,01:57:02
507,Material - Senior Data Scientist - Deep Learning &amp; Machine Learning,Srijan: Now Material,"Bengaluru East, Karnataka, India",2025-07-18,01:57:02
508,Azure Data Engineer-Associate - Operate,PwC Acceleration Center India,"Bengaluru, Karnataka, India",2025-07-18,01:57:02
509,Aptean - Senior DevOps Engineer - CI/CD Pipeline,Aptean India,"Bengaluru, Karnataka, India",2025-07-18,01:57:02
510,Cloud Data Engineer -Analytics as service - Senior Associate - operate,PwC Acceleration Center India,"Bengaluru, Karnataka, India",2025-07-18,01:57:02
511,Intern-AI Engineer,Gamigion,,2025-07-18,03:41:08
512,Software Technologist - Cloud Engineer,Philips,"Bengaluru, Karnataka, India",2025-07-18,03:41:08
513,Senior Data Engineer,Infoslab,"Hyderabad, Telangana, India",2025-07-18,03:41:08
514,Software Technologist - Cloud Engineer,Philips,"KA, IN",2025-07-18,04:41:19
515,DevOps Engineer - C10,Citi,"MH, IN",2025-07-18,04:41:19
516,DevOps Engineer,People Prime Worldwide,"Bengaluru, Karnataka, India",2025-07-18,04:41:19
517,Senior Data Engineer,Lean IT Inc.,,2025-07-18,05:27:52
